,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,comments
115,False,26-100,True,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,False,Maybe,False,False,7.0,7.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,8.0,6.0,No,,,,,No,False,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,False,,,5,No,"Yes, I observed",3,38,Male,United States of America,Nebraska,White,United States of America,Nebraska,"Making employees comfortable bringing forward issues and that it won't put their job at risk to seek help., I rated the overall industry at 3 stars but I really have no defense for anything I would answer on that question. I have no idea how to extrapolate what I know to an entire industry."
116,False,6-25,True,True,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,False,8.0,5.0,,,,,,,,,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,0.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,I don't know,Rarely,Sometimes,No,6,No,No,False,,,4,Maybe/Not sure,Maybe/Not sure,3,31,Male,United States of America,Nebraska,White,United States of America,Nebraska,Awareness
117,False,26-100,True,False,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Mental health,No,False,No,True,False,3.0,1.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",Yes,True,Yes,Rarely,Rarely,No,3,Maybe,No,True,True,,4,"Yes, I experienced","Yes, I experienced",4,26,M,United States of America,Alaska,More than one of the above,United States of America,Alaska,
118,False,26-100,True,True,Yes,No,No,No,Yes,Somewhat easy,Physical health,Yes,True,Yes,True,False,5.0,6.0,,,,,,,,,True,True,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,5.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",Yes,True,Yes,Sometimes,Often,Maybe,7,No,No,False,,,7,Maybe/Not sure,"Yes, I experienced",4,40,Male,United States of America,Missouri,White,United States of America,Missouri,"Have discussed mental health issues in a ""this is going on"" context., I think mental health coverage is usually provided by physical healthcare insurance providers who make it challenging to seek out and receive treatment."
119,False,6-25,False,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,7.0,7.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,7.0,7.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Sometimes,Often,No,9,Maybe,No,False,,,4,No,Maybe/Not sure,2,30,male,United States of America,Nebraska,White,United States of America,Nebraska,collective bargaining
120,False,26-100,False,True,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,False,0.0,0.0,,,,,,,,,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",True,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Don't Know,True,No,Not applicable to me,Often,No,5,No,No,False,,,3,"Yes, I experienced",No,1,38,Male,United States of America,Nebraska,White,United States of America,Nebraska,"Told manager I suspected depression. Followed up once and I had not scheduled an appointment with a professional. Never followed up again., Manager didn't care or thought it was an excuse, and only followed up once, Explicitly state the steps to seek help. Therapist? General practitioner? Psychiatrist? ERP? There is no clarity about where to start"
121,False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,False,False,5.0,5.0,,,,,,,,,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,5.0,5.0,No,,,,,No,True,No,Not applicable to me,Not applicable to me,,7,Yes,Maybe,False,,,5,No,No,4,28,male,United States of America,Virginia,White,United States of America,Virginia,
122,False,More than 1000,False,False,Not eligible for coverage / NA,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,2.0,1.0,,,,,,,,,True,False,Some did,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,4.0,Don't Know,,,,,No,False,No,Rarely,Not applicable to me,Maybe,4,Maybe,No,False,,,5,Maybe/Not sure,Maybe/Not sure,2,28,Female,Pakistan,,,Pakistan,,
123,False,More than 1000,True,False,Yes,No,No,Yes,I don't know,I don't know,Physical health,No,True,No,True,True,6.0,3.0,,,,,,,,,True,True,I don't know,N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,False,4.0,2.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Possibly,True,Yes,Rarely,Often,Yes,7,Yes,Maybe,False,,,3,"Yes, I experienced",No,1,30,Male,United States of America,Washington,White,United States of America,Washington,"They didn't seem to want to discuss and offered mental health days off., Discussed stress from projects and changes. Wondered and discussed why leaders within the org weren't addressing., Approached me about how stressed out and exhausted they were about a project., Brought up that I was seeing a therapist, they immediately took projects away from me, even though I felt ok and was performing high., Stress-related discussions about deadlines and projects and how leadership doesn't seem to be aware of our mental wellbeing., Director of HR compared me to a ""tower shooter"" because of an assessment result I tested into., Talk about it more."
124,False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,True,Yes,True,True,7.0,5.0,,,,,,,,,False,,,,,,,,,,,,,,,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder, Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Yes,True,Yes,Rarely,Often,No,10,No,Maybe,True,False,,6,No,"Yes, I observed",3,23,Nonbinary,United States of America,Minnesota,White,United States of America,Minnesota,"I make data visualizations with my mood data, and my supervisor and I talked about it. He also has mental health issues, I tell people that I go to therapy and have group, A cowoker was taking a leave, so I talked with another person about it, I don't think people are always taken seriously when they talk about mental health issues unless they are actively in crisis (suicidal, self-harm, etc), I am also queer"
125,False,More than 1000,True,True,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,True,Yes,True,False,10.0,3.0,,,,,,,,,False,,,,,,,,,,,,,,,Don't Know,,,,,Don't Know,False,I don't know,Sometimes,Rarely,No,10,Yes,No,False,,,5,Maybe/Not sure,No,5,30,male,United States of America,Georgia,White,United States of America,Georgia,I told them I'd rather not check my email at all hours of the day for fear of my mental health.
126,False,More than 1000,False,False,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,True,False,5.0,9.0,,,,,,,,,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,6.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Post-traumatic Stress Disorder",Yes,True,Yes,Sometimes,Often,No,9,No,No,False,,,8,Maybe/Not sure,"Yes, I experienced",4,33,female,United States of America,Oregon,White,United States of America,Oregon,"I requested an accomodation for an emotional support animal, and my supervisor and my unit director were both very supportive. In fact, my supervisor said she ""had my back"" with this., I'm pretty particular about who I talk about my mental illnesses with, but because I have an ESA, it is rather obvious. I typically just tell them the ESA is for mental health, and they don't see too concerned., I disclosed my mental illnesses to a previous supervisor, and he actually then disclosed that he shared the same illnesses. I didn't feel so alone after that conversation."
127,False,500-1000,False,True,Yes,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,No,False,Yes,True,True,10.0,4.0,,,,,,,,,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",True,True,10.0,2.0,No,,,,,No,True,Yes,Not applicable to me,Not applicable to me,No,10,No,No,False,,,5,No,No,3,53,Female,United States of America,Washington,White,United States of America,Washington,"Being a care giver, Shared their story., Sharing stressors, Sharing care giver stories, Not see mental illness as the source of bad things or antsocial issues., Brain Injury stigmas not covered anywhere."
128,False,More than 1000,False,True,Yes,Yes,Yes,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,True,Maybe,True,True,5.0,2.0,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",True,True,0.0,0.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,I don't know,Sometimes,Often,Yes,5,No,No,True,True,2.0,3,"Yes, I observed","Yes, I experienced",2,38,Male,United States of America,Washington,White,United States of America,Washington,"I went straight to HR and registered for FMLA after I was hired rather than discussing it with my management first., It's a lop-sided bag. A few are comfortable with it and understand completely. Several have told me I shouldn't talk/say anything about it. However, most don't know., I have two coworkers that have partners with mental illness. One's partner is being treated for the same illness as me, so he tends to ask me about what he can do to help and comfort his partner. He also confers about what his partner goes though and what advice i can give. The other coworker's partner has an illness that has similar qualities and basically offers help if ever i need it and is a very non-judgemental individual that I feel comfortable talking to. , One coworker's family all suffered from mental illness, which made it pretty easy to talk about., Same as the previous answer for L. except he brought his family's MI up first., My wife worked for the same employer and has borderline + cptsd. She was told to be 'happier' at work and was poorly treated by her supervisors - she was basically pushed out., They really need to make mental health awareness a required training for managers and up."
129,False,26-100,True,True,No,,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,0.0,0.0,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,0.0,0.0,Possibly,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,Yes,False,No,Not applicable to me,Often,,10,No,No,False,,,2,Maybe/Not sure,No,1,34,male,Poland,,,Poland,,Said I had mood swings
130,False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Yes,False,No,False,False,8.0,7.0,,,,,,,,,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,5.0,No,,,,,No,False,I don't know,Not applicable to me,Not applicable to me,,5,Yes,Yes,False,,,6,No,No,4,40,Male,United States of America,Kansas,White,United States of America,Kansas,Unsure
131,False,More than 1000,True,True,Yes,No,No,I don't know,I don't know,I don't know,Physical health,Yes,False,Maybe,False,True,7.0,5.0,,,,,,,,,True,False,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,5.0,No,,,,,No,False,Yes,Not applicable to me,Not applicable to me,,8,Yes,Yes,False,,,5,No,No,4,42,Male,United States of America,Florida,Asian,United States of America,Florida,"Coworker described anxiety caused by impossible demands., Discuss mental health preservation in project planning and team management."
132,False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,5.0,5.0,,,,,,,,,True,False,I don't know,N/A (was not aware),None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,5.0,5.0,Yes,Yes,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,I don't know,Rarely,Often,No,10,Yes,Maybe,True,False,,5,No,Maybe/Not sure,3,42,Male,United States of America,Illinois,White,United States of America,Illinois,"They weren’t surprised when I mentioned that I have depression and anxiety. Nothing special happened. I don’t think I was treated any differently. , We’ve talked about my depression, anxiety, and chronic insomnia. They were concerned but I don’t think anything was taken badly. I was comfortable discussing it. , A former coworker told me about her depression and suicide attempts. She knew I also have depression and felt comfortable sharing. I think we bonded a bit and became closer but she doesn’t work here anymore. Not for anything to do with depression, though. , Much the same. They reacted with concern and some had some questions. I’ve never had it taken badly. , I’m not sure. Destigmatize it. Accept it as part of the human condition. Don’t treat it differently than some physical ailment. "
133,False,26-100,False,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,False,Maybe,True,False,8.0,5.0,,,,,,,,,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,0.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder, Anxiety Disorder (Generalized, Social, Phobia, etc)",Yes,True,I don't know,Sometimes,Often,No,6,No,No,False,,,4,No,No,3,38,Male,Canada,,,Canada,,"I’ve mentioned when I go to therapy or had to take a mental health day, if it has needed to come up. I don’t try to make out like it’s out of the ordinary. Or if someone else has inquiered about our mental health benefits, I have talked about what I know and use., Be more organised, less crunch, offer more skill support, let me do my job, and don’t interfere."
134,False,More than 1000,False,True,Yes,Yes,No,Yes,Yes,Somewhat easy,Physical health,Maybe,True,Maybe,True,True,6.0,6.0,,,,,,,,,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,0.0,0.0,Yes,Yes,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",Yes,True,Yes,Rarely,Sometimes,No,10,No,No,True,False,,7,Maybe/Not sure,"Yes, I experienced",2,33,agender,United States of America,Washington,White,United States of America,Washington,"General discussion about feeling overwhelmed and needing a mental health day. They were supportive. I took the day off., I said I was attending therapy. They seemed surprised, but supportive., I'm depressed and there's a lot of family loss and trauma happening right now, thanks for being there to talk., Commiserating about anxiety and depression and medication withdrawal., Commiserating about medication withdrawal and difficulty in finding therapists., Hours and deadlines seem ridiculous. Work culture of always going 120% isn't helpful. Too competitive. Need more realistic deadlines, proper funding for automation/technology tools that reduce grunt work, better staffed teams, dedicated break-rooms, and at least 10% of the workweek should be mandatory for relevant personal projects or professional development, better mentoring, and mental health support teams."
