,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
148,0,6-25,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,9.0,9.0,,,,,,,,,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,7.0,5.0,Yes,Yes,Yes,1,No,Sometimes,Often,No,9,Maybe,No,1,0.0,,10,No,"Yes, I experienced",4,25,Female,United Kingdom,,,United Kingdom,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder","He'd been only coming to my desk to criticise my work, and we hadn't had a non-work related chat in a while. I let him know that as I suffer from depression with a side plate of SAD, I was struggling with this kind of interaction and I needed more praise/positive attention. He was very understanding and changed his actions accordingly., We have many, many conversations about mental health as both myself and another coworker suffer from anxiety disorders and depression, and we've discussed with the wider workplace how to have a more mentally healthy workplace. We also have a mental health channel in our Slack., Many conversations, often. Not sleeping well because of anxiety, having had to take leave at their last place because of anxiety and depression etc. And we have a mental-health channel on Slack to discuss day-to-day mental health., I was suffering from a major depressive episode while working in retail, lots of my coworkers realised it before I did and reached out to check if I was okay, More outreach, more understanding of limitations (too many job adverts that list going above and beyond/being a ""rockstar"" etc. which is inaccessible to people who need time to decompress and need periods of less stress between projects). More openness in general., I'm from the UK, which is fairly different (since we don't have health insurance)"
149,1,,,,,,,,,,,,,,,,,,0.0,I know some,Not applicable to me,,"Sometimes, if it comes up",Positively,Yes,1-25%,1,1.0,Some did,I was aware of some,None did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,7.0,6.0,Possibly,,Yes,0,I don't know,Sometimes,Rarely,Yes,8,Maybe,Maybe,0,,,7,"Yes, I observed","Yes, I observed",3,54,Male,United Kingdom,,,United Kingdom,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,
150,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several","No, because it would impact me negatively",,"No, because it would impact me negatively",Not applicable to me,Yes,1-25%,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,5.0,0.0,No,,No,0,No,Not applicable to me,Not applicable to me,,6,No,No,0,,,3,"Yes, I observed",No,2,24,male,United Kingdom,,,United Kingdom,,,,,
151,1,,,,,,,,,,,,,,,,,,1.0,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,Yes,1-25%,1,0.0,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,10.0,7.0,Don't Know,,Yes,1,I don't know,Not applicable to me,Not applicable to me,,6,Maybe,Maybe,0,,,8,No,No,3,32,male,United Kingdom,,,United Kingdom,,,,,
152,0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,I don't know,Difficult,Same level of comfort for each,No,1.0,Yes,1.0,1.0,4.0,1.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"Yes, at all of my previous employers",1.0,1.0,3.0,0.0,Possibly,,Yes,1,Yes,Rarely,Often,No,10,No,No,0,,,8,"Yes, I experienced",No,1,44,Male,United States of America,California,White,United States of America,California,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder",,"I told my manager that the pressures of my work, combined with family medical stress, was interfering with my ability to work. 

His reaction was to suggest that I look for a different job within the company until the medical issues were ""dealt with"", Manager told me to work harder or find another job., Evaluate team performance instead of individuals."
153,0,500-1000,0.0,1.0,Yes,No,No,No,I don't know,I don't know,Physical health,Yes,1.0,No,0.0,1.0,5.0,0.0,,,,,,,,,1,0.0,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,Yes,1,Maybe,No,0,,,3,"Yes, I observed","Yes, I experienced",2,28,Trans man,United States of America,Ohio,White,United States of America,Ohio,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)","Briefly discussed my anxiety diagnosis; manager was understanding and we discussed ways I can manage that with a flexible work environment program, Discussed issues with a coworker friend who also has issues, we traded advice mostly, Coworkers were derogatory towards people and received no reprimand, Good healthcare benefits and work accomodations with no bias against them (such as allowing people to work remote more often if needed) - also training people to have some empathy towards their coworkers"
154,0,More than 1000,1.0,1.0,Yes,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,Maybe,0.0,Yes,1.0,1.0,7.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,0.0,5.0,0.0,Possibly,,Yes,1,Yes,Sometimes,Often,Yes,7,Maybe,No,0,,,4,"Yes, I observed","Yes, I observed",2,41,Female,United States of America,Oregon,White,United States of America,Oregon,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder, Dissociative Disorder",,"I discussed diagnoses and they seemed generically supportive. , They mentioned they might have a particular diagnosis and might seek treatment, I talked about possibilities but nothing definite because they didn't seem that receptive, Causing stress responses in other people, Actively talk about it as just a normal part, similar to (physical) wellness programs"
155,0,26-100,0.0,1.0,Yes,No,No,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,5.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,6.0,5.0,No,,No,0,No,Not applicable to me,Not applicable to me,,7,Maybe,Maybe,0,,,6,No,No,3,38,male,United States of America,Missouri,White,United States of America,Missouri,,,,"I have seen it become a more openly discussed issue; not just through OSMI, but other people that I know both personally and as public personas discuss how the tech industry handles mental health issues., nothing"
156,0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,7.0,5.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,No,8,Maybe,Maybe,0,,,5,Maybe/Not sure,"Yes, I experienced",3,37,Cis-male,United States of America,Texas,White,United States of America,Texas,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Continue to reduce stigma. Particularly bad amongst older developers where there’s a cultural difference. 
157,0,100-500,0.0,1.0,I don't know,,No,I don't know,I don't know,Somewhat difficult,Physical health,Yes,0.0,Yes,0.0,0.0,6.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,Don't Know,,No,0,Yes,Not applicable to me,Not applicable to me,,8,Maybe,No,0,,,7,No,No,2,36,Male,Japan,,,Japan,,,,,
158,0,More than 1000,0.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,0,,,,,,,,,,,,,,,No,,No,0,No,Not applicable to me,Not applicable to me,,5,Maybe,Maybe,0,,,5,No,No,3,33,m,United States of America,Tennessee,White,United States of America,Tennessee,,,,
159,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Maybe,0.0,Yes,1.0,1.0,6.0,7.0,,,,,,,,,1,0.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,6.0,5.0,Yes,Yes,Yes,1,I don't know,Rarely,Sometimes,Maybe,9,Maybe,Maybe,1,0.0,,7,"Yes, I observed","Yes, I experienced",3,35,Female,United States of America,Pennsylvania,White,United States of America,Pennsylvania,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder","I talk with coworker friends about having bipolar disorder when it is relevant in conversations we have - their reactions are pretty much always positive, usually surprised., A coworker with anxiety told me he was having panic attacks. , Just talked and shared stories - almost everyone there had some problems and it was nice to commiserate., One of our friends and coworkers had a pretty significant substance problem and some of us tried to get her to get help., Employees at previous job were made to feel guilty if the stressful work was too much for them., Stop expecting everyone to work free overtime! I hate that it's an expectation that you code all but 24/7. That's not good for my mental OR physical health."
160,1,,,,,,,,,,,,,,,,,,0.0,"Yes, I know several",Not applicable to me,,Not applicable to me,Not applicable to me,No,,1,1.0,Some did,I was aware of some,Some did,Some did,Sometimes,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,1.0,7.0,6.0,No,,No,0,No,Not applicable to me,Not applicable to me,Yes,3,Maybe,No,0,,,3,"Yes, I observed",Maybe/Not sure,3,31,Male,Colombia,,,Colombia,,,,,"A couple of co-workers have described the effects of depression and autism on their work., A manager wanted to micromanage the effects of the mental illness on the employee's work."
161,0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,1.0,Maybe,0.0,0.0,10.0,5.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,3.0,1.0,Yes,Yes,Possibly,1,No,Rarely,Often,,6,Yes,Maybe,0,,,5,No,Maybe/Not sure,3,43,Male,United States of America,Iowa,White,United States of America,Iowa,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
162,0,26-100,1.0,1.0,Not eligible for coverage / NA,,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,0.0,8.0,10.0,,,,,,,,,0,,,,,,,,,,,,,,,Possibly,,Yes,1,Yes,Not applicable to me,Not applicable to me,No,9,Yes,Yes,1,0.0,,10,No,"Yes, I experienced",4,34,M,United States of America,Idaho,White,United States of America,Idaho,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,"I am currently taking a leave of absence from work in order to address some mental health issues I've had. I had an event related to mental health recently, and I knew I needed to address it in a significant way right now, so I told my boss what had happened and that I need to take this time to address it. I went in the next day to stand in front of the whole company to tell them that I would be out for the month to address my mental health., I've told a number of coworkers about my situation (described above), and everyone has reacted positively, encouraging me to do what I need to in order to get better., I think all companies would benefit from the work OSMI does. I think having an open focus on mental health on the same level as physical health in the organization would be beneficial. "
163,0,1-5,1.0,1.0,No,,Yes,Yes,Yes,Somewhat easy,Mental health,Yes,1.0,Maybe,0.0,0.0,8.0,8.0,,,,,,,,,1,0.0,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,3.0,0.0,Possibly,,Yes,1,Yes,Sometimes,Often,No,8,Maybe,No,1,0.0,,7,Maybe/Not sure,"Yes, I experienced",1,44,Female,United States of America,Illinois,White,United States of America,Illinois,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Obsessive-Compulsive Disorder, Addictive Disorder",,"I work for my dad, so I skew weird. When we talk about mental health issues it is to offer support and share what works., In past jobs I would open up in situations where there was alcohol. And friends at work were supportive, but we were all drunk or tipsy during those conversations., The same as above. We would talk about our mental health and feelings when we were drinking together., One thing that bothers me is that a lot of companies seem to think that being a ""lifestyle"" company means putting up a bar at work. "
164,0,500-1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Maybe,1.0,1.0,5.0,6.0,,,,,,,,,1,1.0,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,4.0,4.0,Yes,Yes,Yes,1,Yes,Sometimes,Often,No,9,No,No,1,0.0,,6,Maybe/Not sure,"Yes, I observed",3,38,Male,United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Codependence","Have depression, dealing with marital breakup. Let boss know I was having a hard time and was having suicidal thoughts. Reaction was ""If you need to take time off to take care of yourself, then please do so. If there's anything I can do to help, please let me know. If you just need someone to talk to, you've got my cell number."" Later that same day, checked myself into a hospital for a few days, let boss know about it. Reaction was ""If that's what you need to do, please do so to take care of yourself. The work can wait until you're back."", Discussed my issues with anxiety and imposter syndrome with my team at large. It was a quick conversation with the group, and most had no response. Those that did respond did so in a positive way., Was after previous conversation had taken place, one co-worker who had reacted positively put me in contact with another co-worker who dealt with a lot of the same issues., Let my co-workers know that I would occasionally have to take unplanned days off because of anxiety and depression. Reactions were mostly neutral, but don't recall any explicitly negative reaction., Try to make sure that people are aware that mental disorders are NOT caused by someone being ""weak"" or ""undisciplined"", but that it's often times due to a physical issue (i.e. brain doesn't have as many receptors or has too many receptors for a certain type of chemical, etc)."
165,0,1-5,1.0,1.0,No,,No,No,Yes,Somewhat easy,Physical health,Maybe,0.0,Maybe,0.0,0.0,6.0,5.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,0.0,"No, at none of my previous employers",0.0,0.0,7.0,5.0,No,,No,0,No,Sometimes,Not applicable to me,No,4,Maybe,Maybe,0,,,4,No,No,3,55,m,United States of America,Tennessee,I prefer not to answer,United States of America,Tennessee,,,,OSMI helps opens eyes of those who do not suffer mental illness
166,0,100-500,1.0,1.0,Not eligible for coverage / NA,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,No,1.0,No,0.0,0.0,10.0,4.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,No,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,0.0,0.0,Possibly,,Don't Know,0,I don't know,Not applicable to me,Often,No,0,Maybe,No,0,,,0,No,Maybe/Not sure,1,25,M,India,,,India,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Personality Disorder (Borderline, Antisocial, Paranoid, etc), Post-traumatic Stress Disorder",,"I was feeling suicidal, I told my boss, she was very kind gave me a lot of time, space and support in the following weeks. , The tech industry is filled with trolls and fiends who like to feast on people's emotional state. Its a highly competitive field and people actively use this against other, for instance a socially inert chat group on StackOverflow - filled with people some of which are not very good talking to people openly and suffer from severe pitfalls gets targeted on twitter for days. Why? Because they were a little rude to someone who wasn't trying to participate in the chat actively. The person who tweets gets glorified but as a result this safe-place gets destroyed."
