,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when NOT being treated effectively (i.e., when you are experiencing symptoms)?",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up your mental health with a potential employer in an interview?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced a supportive or well handled response to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What is your race?,What country do you work in?,What US state or territory do you work in?,What disorder(s) have you been diagnosed with?,"If possibly, what disorder(s) do you believe you have?","If so, what disorder(s) were you diagnosed with?",comments
211,0,500-1000,0.0,1.0,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,Yes,0.0,No,0.0,1.0,9.0,5.0,,,,,,,,,1,0.0,Some did,I was aware of some,None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,3.0,0.0,Don't Know,,Don't Know,0,Yes,Not applicable to me,Not applicable to me,No,9,No,Maybe,0.0,,,5.0,No,No,3.0,39.0,M,United States of America,Michigan,White,United States of America,Michigan,,,,"Conversation was largely about burnout and how even a short time away he was happier than he had been in a while.  All of which faded within hours of returning., I think the parts of the industry that acknowledge burnout and the dangers of hero culture are doing the industry good on this front but it needs to be more widespread., None."
212,0,26-100,1.0,1.0,No,,No,I don't know,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,0.0,0.0,9.0,8.0,,,,,,,,,1,1.0,I don't know,N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,9.0,9.0,Don't Know,,No,0,No,Not applicable to me,Not applicable to me,,10,Yes,Maybe,0.0,,,5.0,Maybe/Not sure,Maybe/Not sure,4.0,29.0,Male,Spain,,,Spain,,,,,
213,0,26-100,1.0,1.0,No,,No,No,I don't know,I don't know,Physical health,Yes,0.0,Yes,0.0,0.0,3.0,0.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),None did,None did,I don't know,Mental health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,6.0,2.0,No,,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,9,Maybe,No,0.0,,,8.0,No,Maybe/Not sure,2.0,27.0,Male,Spain,,,Spain,,,,,"It a very competitive world, asking more and more each time without offer enought work place formation, I am currently on few hiring offers and it can be very streesed due to constants technical tests"
214,0,26-100,1.0,1.0,No,,No,No,I don't know,I don't know,Same level of comfort for each,Maybe,0.0,Maybe,0.0,0.0,0.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,0.0,5.0,Don't Know,,Don't Know,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0.0,,,7.0,Maybe/Not sure,Maybe/Not sure,3.0,29.0,Male,Spain,,,Spain,,,,,Giving more information about possible problems.
215,0,26-100,1.0,1.0,No,,No,No,I don't know,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0.0,0.0,4.0,4.0,,,,,,,,,1,1.0,"No, none did",N/A (none offered),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,0.0,4.0,4.0,No,,No,0,Yes,Rarely,Often,No,8,Maybe,No,0.0,,,5.0,No,No,3.0,43.0,Male,Spain,,,Spain,,,,,"Make awarrness of the possible issues, No need"
216,0,6-25,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,Yes,0.0,Yes,0.0,0.0,6.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,0.0,"No, at none of my previous employers",0.0,0.0,6.0,5.0,Don't Know,,No,0,No,Not applicable to me,Not applicable to me,No,7,No,No,0.0,,,8.0,No,No,3.0,31.0,Male,Spain,,,Spain,,,,,
217,0,26-100,1.0,1.0,No,No,No,No,No,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0.0,0.0,7.0,8.0,,,,,,,,,0,,,,,,,,,,,,,,,Don't Know,,No,0,No,Rarely,Often,No,9,No,No,0.0,,,9.0,No,No,3.0,27.0,Female,Spain,,,Spain,,,,,
218,0,26-100,1.0,1.0,Yes,No,No,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,0.0,1.0,5.0,7.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"Yes, all of my previous supervisors",1.0,"Yes, at all of my previous employers",1.0,0.0,5.0,5.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Yes,0.0,,,7.0,No,No,2.0,36.0,Male,Greece,,,Netherlands,,,,,"Because I have a family history of serious mental illness known to have a heritable component, I asked my manager to be alert during my performance reviews for signs of abnormal behavior. He responded that he is not a doctor and I should seek professional help if I have specific concerns, but that he would bear it in mind. No specific actions were taken., A colleague undergoing treatment for depression discussed his situation with me, talking about how he felt and what treatment options he was exploring., Due to deadline pressure and off-hours outage response I was having difficulty sleeping. My manager decided that this was a bridge too far and took over outage responses to reduce my stress level., When I was having difficulty sleeping I discussed this with colleagues. They commiserated but the general sense was that this is part of the job., The stigma seems to be going away (eg in Twitter tech communities I see more well-known folks talking about mental health issues) but this still needs work. The next step imo would be more public awareness of effective treatment options: we start to recognise we (collectively) can have problems, next question is what do we do about them?"
219,0,500-1000,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,6.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0.0,At some of my previous employers,0.0,1.0,6.0,6.0,No,,Yes,1,Yes,Rarely,Sometimes,,7,Yes,Maybe,1.0,0.0,,8.0,Maybe/Not sure,"Yes, I observed",2.0,44.0,Female ,United States of America,Washington,White,United States of America,Washington,,,,"I had to take time off when my mom got sick and then passed away from cancer. I subsequently had to take a 3-month mental health leave many months later when it was clear that my grief was not getting better. I was supported by my employer in both situations., I had to take time off multiple times after my mother died, and was up front with coworkers and direct reports about it when it happened., There have been many, from coworkers suffering from depression and/or anxiety to burnout., Same as before, people struggling with depression and/or anxiety or burnout., There are so many issues, form supporting a “hero” culture to not actively combating the factors that can contribute to burnout."
220,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,Yes,1.0,1.0,8.0,8.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,6.0,3.0,No,,No,0,Yes,Not applicable to me,Not applicable to me,No,9,Yes,Maybe,0.0,,,7.0,No,"Yes, I observed",2.0,44.0,Cis male,United States of America,California,White,United States of America,California,,,,"Performing on call duties is a significant stressor. My team mates and I regularly discuss the impacts of that stress and watch for signs of burn out and related problems in each other., Had a coworker discuss the desires to change genders and how the hormones affected their well being and mental processing., Recognizing that mental health for knowledge workers is as important as physical health for more physical occupations."
221,0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,Yes,Very easy,Physical health,Yes,1.0,Yes,1.0,1.0,10.0,10.0,,,,,,,,,1,1.0,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Physical health,Some of my previous supervisors,1.0,"Yes, at all of my previous employers",1.0,0.0,8.0,8.0,Yes,Yes,Yes,1,No,Sometimes,Often,No,10,Maybe,Maybe,0.0,,,10.0,No,"Yes, I experienced",3.0,27.0,female,United States of America,Washington,More than one of the above,United States of America,Washington,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","My boyfriend took his life in March and I had many conversations with my manager and another manager. They looked for work-provided options to talk and groups in the area. They also gave me as much time off as I needed and were there whenever I needed to talk. I was also offered rides to work if I needed. They wanted me to take whatever time I needed to see doctors/counseling etc. They said work could wait, but my health couldn't. They also tried helping me feel less guilty for not having done more (I knew he was depressed, but not this badly and the more depressed he was, the more I was.), I told them what happened with my ex and they were comforting, listened, and offered if they could help. Also telling me that it wasn't my fault., My coworker talked to me about depression about coworkers making her feel like she wasn't qualified as an engineer due to being female and how much she disliked being in her specific team due to select teammates., I was depressed about getting on the bad side of my 2nd level manager and the more upset I was with him the more he was with me and the less work I got done. I got into trouble for being ""too involved"" with another company because I signed an NDA and didn't realize I couldn't sign it as a personal thing. Ended up crying with my direct manager. And he was trying to be helpful and figure out what to do., They were just very supportive and helpful. They also didn't understand why they were being so harsh on me., It needs to be talked about more and people need to understand that it's ok/normal. It shouldn't be where people feel like it is something wrong with them more so that a physical ailment. Obviously it's less simple than that., Don't believe so."
222,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,8.0,7.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,"Yes, all of my previous supervisors",1.0,At some of my previous employers,1.0,1.0,6.0,4.0,Yes,Yes,Yes,1,Yes,Rarely,Often,No,9,Yes,Maybe,0.0,,,9.0,"Yes, I experienced",No,3.0,42.0,Female,United States of America,California,White,United States of America,California,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",
223,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1.0,1.0,7.0,7.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,0.0,At some of my previous employers,1.0,0.0,2.0,2.0,Yes,Yes,Yes,1,Yes,Rarely,Rarely,No,8,Maybe,Maybe,0.0,,,6.0,Maybe/Not sure,"Yes, I experienced",4.0,28.0,male,United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",
224,0,6-25,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,0.0,Maybe,1.0,1.0,8.0,7.0,,,,,,,,,1,1.0,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1.0,At some of my previous employers,1.0,1.0,6.0,5.0,Yes,Yes,Yes,1,No,Sometimes,Sometimes,Yes,5,Yes,No,1.0,,,3.0,"Yes, I experienced","Yes, I observed",2.0,43.0,Male,United States of America,New York,White,United States of America,New York,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Substance Use Disorder",
225,1,,,,,,,,,,,,,,,,,,0.0,"No, I don't know any","Sometimes, if it comes up",No change,"Sometimes, if it comes up",Positively,Yes,51-75%,1,0.0,I don't know,N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,2.0,0.0,Yes,Yes,Yes,1,I don't know,Rarely,Often,,5,Maybe,No,1.0,1.0,7.0,10.0,"Yes, I experienced","Yes, I experienced",3.0,28.0,Female,Canada,,,Canada,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Post-traumatic Stress Disorder","What I went through in the past and present. They were supportive and understanding., Before leaving a job where the boss was abusive (tried to slap me across the face because they were upset my shift was over when theirs just started), I got anxiety and depression again after not having it for years. The co-worker that replaced me after I left also got anxiety and depression due to similar reasons regarding the same boss. My co-worker accused me of not warning them about said boss when I did. I apologized anyway. I tried to be as understanding as possible. They ended up ignoring me for a few years, then unfriended me after I tried to mediate between them and a mutual friend., In a previous job, I was fired for it. In other jobs, I left because of unsupportive and/or abusive bosses. Some past jobs were okay or it didn't come up much or at all., In the tech industry, clients and co-workers I told were super supportive, but I've heard of terrible experiences of others in the tech industry as well. It makes me think I may just be lucky or good at acquiring awesome clients., I have a friend who was in the same previous industry and the tech industry who was diagnosed with the same disorders and has a strikingly similar past. They also experienced the same issues in regards to mental health in both industries. Some co-workers and bosses were understanding and some weren't."
226,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,No,Very easy,Physical health,No,1.0,No,0.0,1.0,9.0,5.0,,,,,,,,,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,8.0,4.0,Yes,Yes,Yes,1,Yes,Rarely,Sometimes,Yes,8,No,No,0.0,,,2.0,"Yes, I observed","Yes, I observed",1.0,49.0,Female,United States of America,Washington,White,United States of America,Washington,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder, Post-traumatic Stress Disorder",
227,0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,0.0,Maybe,0.0,0.0,5.0,5.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,I don't know,0.0,"No, at none of my previous employers",1.0,0.0,5.0,5.0,Possibly,,Yes,1,I don't know,Often,Often,Maybe,6,Yes,Maybe,0.0,,,4.0,Maybe/Not sure,Maybe/Not sure,2.0,32.0,Male,France,,,France,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,
228,0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,Maybe,0.0,0.0,2.0,2.0,,,,,,,,,1,1.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,At some of my previous employers,1.0,1.0,0.0,0.0,Don't Know,,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,Yes,0,No,No,0.0,,,0.0,No,Maybe/Not sure,3.0,33.0,M,United States of America,California,I prefer not to answer,United States of America,California,,,,
229,0,6-25,1.0,0.0,No,Yes,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,0.0,No,0.0,0.0,7.0,4.0,,,,,,,,,1,1.0,I don't know,I was aware of some,None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,"No, at none of my previous employers",0.0,0.0,10.0,5.0,Possibly,,Possibly,0,Yes,Sometimes,Sometimes,No,2,No,No,0.0,,,3.0,No,Maybe/Not sure,2.0,45.0,Male,United States of America,Illinois,I prefer not to answer,United States of America,Illinois,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder",,Acceptance
230,0,26-100,1.0,1.0,I don't know,No,No,I don't know,I don't know,Difficult,Physical health,No,0.0,Maybe,0.0,0.0,7.0,5.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),None did,None did,No,Physical health,"No, none of my previous supervisors",0.0,At some of my previous employers,0.0,0.0,6.0,3.0,Yes,Yes,Yes,1,I don't know,Sometimes,Often,,9,Yes,No,0.0,,,5.0,No,No,2.0,25.0,Female,United States of America,Indiana,More than one of the above,United States of America,Indiana,,,"Anxiety Disorder (Generalized, Social, Phobia, etc), Mood Disorder (Depression, Bipolar Disorder, etc)",Talk about mental health openly and continually. Remove stigma from discussing mental health. Give risk-free channels to request mental health help. 
231,0,26-100,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Difficult,Physical health,Maybe,0.0,No,0.0,0.0,4.0,2.0,,,,,,,,,1,1.0,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,"No, at none of my previous employers",0.0,0.0,7.0,4.0,Yes,Yes,Yes,1,Yes,Often,Often,,9,Maybe,No,0.0,,,7.0,No,No,1.0,42.0,Male,United States of America,Massachusetts,White,United States of America,Massachusetts,,,"Mood Disorder (Depression, Bipolar Disorder, etc), Attention Deficit Hyperactivity Disorder","In 4 instances I disclosed to my employer my mental health issues. 3 were for information purposes. 1 was defensive. One boss became uncomfortable. One was familiar with my issues. One was accepting and helpful. The defensive sharing was (I had hoped) to prevent being fired. I was told I didn't provide the right kind of information and was still fired (for performance directly affected by my mental illness)., Recognize it as no different than physical health support."
232,0,6-25,1.0,1.0,Yes,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,0.0,Yes,1.0,1.0,1.0,0.0,,,,,,,,,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,Some of my previous supervisors,0.0,At some of my previous employers,1.0,1.0,4.0,2.0,Don't Know,,No,0,Yes,Not applicable to me,Not applicable to me,Yes,6,Maybe,No,0.0,,,6.0,"Yes, I observed",Maybe/Not sure,3.0,25.0,Male,United States of America,Ohio,White,United States of America,Ohio,,,,"WE shared some strategies for dealing with our shared mental health issues (depression), A newer member of the team asked how to deal with some issues he was having with depression and was searching for some guidance. I did my best to help with some actionable items to improve the situation , I know I've talked about my personal history of depression, but I cannot recall specifics , I know we'd have shared some of our experiences, but I do not recall specifics , Insensitive comments about mental health, depression, and suicide from the company owner , Team members will look out for eachother, but management could do more"
